Civilite*,Nom*,Prénom*,Nom de la société*,SIRET,Catégorie de tiers*,Nature juridique*,Adresse,Complément,Code postal *,Commune *,Pays *,Téléphone *,Téléphone 2,Mail *,Nom *,SIRET,Nature d'hébergement *,Référence interne,Catégorie (Atout France)*,Date de la catégorie *,Date d'application de la catégorie *,Date de début de collecte sur la plateforme *,Adresse,Complément,Code postal *,Commune *,Latitude,Longitude,Téléphone *,Téléphone 2,Nombre de chambres ou emplacements *,Capacité (Nombre de personnes) *,Site Web,Descriptif,Remarques
,Votre hôte Patrick,,,,,,,Votre hôte Patrick,,,Guadeloupe,,,,Jardin Secret,,Maison 2 Chambres,,,,,,"2690 Chemin de Carrere, 97170 Petit-Bourg, GuadeloupeUne fois votre réservation effectuée, toutes les informations sur l'établissement, y compris le numéro de téléphone et l'adresse, seront disponibles sur votre confirmation de réservation ainsi que dans votre compte.",,,Petit-Bourg,,,,,,,https://www.booking.com/hotel/gp/flori-village-au-coeur-de-la-foret.fr.html?aid=304142&label=gen173nr-1FCAQoggJCK3NlYXJjaF9wZXRpdH5ib3VyZy0tYmFzc2V-dGVycmUtLWd1YWRlbG91cGVIM1gEaFqIAQGYAQ24ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArPo070GwAIB0gIkYTExYWViZDAtYWQ4ZS00Y2IzLWIyOTQtOTA0Y2EwNjY4NDFm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=a8c89359759f029b&srepoch=1739912250&from=searchresults,Jardin Secret,Booking
,Votre hôte Murielle,,,,,,,Votre hôte Murielle,,,Guadeloupe,,,,Studio entre ciel et rivières,,Appartement 1 Chambre,,,,,,"4182 Route De La Traversee, 97170 Petit-Bourg, GuadeloupeExcellente situation géographique — avec une note de 9/10!(note basée sur 7 commentaires)Évaluée par les clients après leur séjour à l'établissement Studio entre ciel et rivières.",,,Petit-Bourg,,,,,,,https://www.booking.com/hotel/gp/studio-de-la-foret-enchantee.fr.html?aid=304142&label=gen173nr-1FCAQoggJCK3NlYXJjaF9wZXRpdH5ib3VyZy0tYmFzc2V-dGVycmUtLWd1YWRlbG91cGVIM1gEaFqIAQGYAQ24ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArPo070GwAIB0gIkYTExYWViZDAtYWQ4ZS00Y2IzLWIyOTQtOTA0Y2EwNjY4NDFm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=a8c89359759f029b&srepoch=1739912250&from=searchresults,Studio entre ciel et rivières,Booking
,Informations sur l'hôte,,,,,,,Informations sur l'hôte,,,Guadeloupe,,,,Kaz A Ti Jo,,Maison 1 Chambre,,,,,,"8 Chemin de Bergette, 97170 Petit-Bourg, GuadeloupeUne fois votre réservation effectuée, toutes les informations sur l'établissement, y compris le numéro de téléphone et l'adresse, seront disponibles sur votre confirmation de réservation ainsi que dans votre compte.",,,Petit-Bourg,,,,,,,https://www.booking.com/hotel/gp/kaz-a-ti-jo.fr.html?aid=304142&label=gen173nr-1FCAQoggJCK3NlYXJjaF9wZXRpdH5ib3VyZy0tYmFzc2V-dGVycmUtLWd1YWRlbG91cGVIM1gEaFqIAQGYAQ24ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArPo070GwAIB0gIkYTExYWViZDAtYWQ4ZS00Y2IzLWIyOTQtOTA0Y2EwNjY4NDFm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=a8c89359759f029b&srepoch=1739912250&from=searchresults,Kaz A Ti Jo,Booking
,,,,,,,,https://www.airbnb.fr/users/show/595598252,,,Guadeloupe,,,,Bungalow au cœur des arbres,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1221163353040632520?search_mode=regular_search&adults=1&check_in=2025-04-10&check_out=2025-04-15&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P33hnPnku5vaYeWh&previous_page_section_name=1000,Bungalow au cœur des arbres,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/476698514,,,Guadeloupe,,,,Obuncoeur forteresse avec jacuzzi,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/701440479672264839?search_mode=regular_search&adults=1&check_in=2025-03-05&check_out=2025-03-10&children=0&infants=0&pets=0&source_impression_id=p3_1739912294_P3e9n9SgqFcNjahR&previous_page_section_name=1000,Obuncoeur forteresse avec jacuzzi,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/657349306,,,Guadeloupe,,,,Spacieux F2 entre mer et cascade,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1274962211552817726?search_mode=regular_search&adults=1&check_in=2025-03-14&check_out=2025-03-19&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3yxVcs-gWCX4WPn&previous_page_section_name=1000,Spacieux F2 entre mer et cascade,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/105143882,,,Guadeloupe,,,,T3 dans Villa Tropicale,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1346589236506089410?search_mode=regular_search&adults=1&check_in=2025-02-22&check_out=2025-02-27&children=0&infants=0&pets=0&source_impression_id=p3_1739912246_P31Vz55u-n5l4m43&previous_page_section_name=1000,T3 dans Villa Tropicale,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/48173653,,,Guadeloupe,,,,Ti Totti Domaine de Villeneuve,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/755856700037503963?search_mode=regular_search&adults=1&check_in=2025-02-20&check_out=2025-02-25&children=0&infants=0&pets=0&source_impression_id=p3_1739912277_P3gOpuMn5tlh9UJR&previous_page_section_name=1000,Ti Totti Domaine de Villeneuve,Airbnb
,Votre hôte Gabriel,,,,,,,Votre hôte Gabriel,,,Guadeloupe,,,,Nid D amour,,Maison 1 Chambre,,,,,,"2690 Chemin de Carrere, 97170 Petit-Bourg, GuadeloupeExcellente situation géographique — avec une note de 9.1/10!(note basée sur 32 commentaires)Évaluée par les clients après leur séjour à l'établissement Nid D amour.",,,Petit-Bourg,,,,,,,https://www.booking.com/hotel/gp/flori-village.fr.html?aid=304142&label=gen173nr-1FCAQoggJCK3NlYXJjaF9wZXRpdH5ib3VyZy0tYmFzc2V-dGVycmUtLWd1YWRlbG91cGVIM1gEaFqIAQGYAQ24ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArPo070GwAIB0gIkYTExYWViZDAtYWQ4ZS00Y2IzLWIyOTQtOTA0Y2EwNjY4NDFm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=a8c89359759f029b&srepoch=1739912250&from=searchresults,Nid D amour,Booking
,,,,,,,,https://www.airbnb.fr/users/show/500438724,,,Guadeloupe,,,,Profitez du bungalow,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/823727370715328041?search_mode=regular_search&adults=1&check_in=2025-04-27&check_out=2025-05-02&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3GFq99dUPnktgVU&previous_page_section_name=1000,Profitez du bungalow,Airbnb
,Votre hôte Philippe,,,,,,,Votre hôte Philippe,,,Guadeloupe,,,,Cap Colibri,,Maison de Vacances,,,,,,"37 Chemin Poirier, 97170 Petit-Bourg, GuadeloupeExcellente situation géographique — avec une note de 9.7/10!(note basée sur 34 commentaires)Évaluée par les clients après leur séjour à l'établissement Cap Colibri.",,,Petit-Bourg,,,,,,,https://www.booking.com/hotel/gp/cap-colibri.fr.html?aid=304142&label=gen173nr-1FCAQoggJCK3NlYXJjaF9wZXRpdH5ib3VyZy0tYmFzc2V-dGVycmUtLWd1YWRlbG91cGVIM1gEaFqIAQGYAQ24ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArPo070GwAIB0gIkYTExYWViZDAtYWQ4ZS00Y2IzLWIyOTQtOTA0Y2EwNjY4NDFm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=a8c89359759f029b&srepoch=1739912250&from=searchresults,Cap Colibri,Booking
,,,,,,,,https://www.airbnb.fr/users/show/412965073,,,Guadeloupe,,,,Très joli T2 à Petit-Bourg,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1167446029205778437?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3fim3nSe57hhYGs&previous_page_section_name=1000,Très joli T2 à Petit-Bourg,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/656106175,,,Guadeloupe,,,,Bungalow Tiaré : Rêve Tropical,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1332893174986610248?search_mode=regular_search&adults=1&check_in=2025-02-19&check_out=2025-02-24&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3h56Hplyf3zGCQk&previous_page_section_name=1000,Bungalow Tiaré : Rêve Tropical,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/26668826,,,Guadeloupe,,,,La Kabane du Pêcheur,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/17277486?search_mode=regular_search&adults=1&check_in=2025-02-24&check_out=2025-03-01&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3aZh3HpWCI7exZD&previous_page_section_name=1000,La Kabane du Pêcheur,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/672989142,,,Guadeloupe,,,,Case créole en pleine nature,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1334781501854873443?search_mode=regular_search&adults=1&check_in=2025-02-19&check_out=2025-02-24&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3RBjG2wzPtDYmkg&previous_page_section_name=1000,Case créole en pleine nature,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/160157493,,,Guadeloupe,,,,Vue sur le gîte Kolin,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1043713313940420997?search_mode=regular_search&adults=1&check_in=2025-04-03&check_out=2025-04-08&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3r0HRZukl4Euo94&previous_page_section_name=1000,Vue sur le gîte Kolin,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/337698666,,,Guadeloupe,,,,L'Essentiel du KM22 - Appt avec terrasse et jardin,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1292567529517724253?search_mode=regular_search&adults=1&check_in=2025-02-20&check_out=2025-02-25&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3XZ-qbOKa-f1jil&previous_page_section_name=1000,L'Essentiel du KM22 - Appt avec terrasse et jardin,Airbnb
,Votre hôte Gilbert et Isabelle,,,,,,,Votre hôte Gilbert et Isabelle,,,Guadeloupe,,,,Le MABOUYA,,Appartement 1 Chambre,,,,,,"Allée des Epinards, 97170 Petit-Bourg, GuadeloupeExcellente situation géographique — avec une note de 10/10!(note basée sur 10 commentaires)Évaluée par les clients après leur séjour à l'établissement Le MABOUYA.",,,Petit-Bourg,,,,,,,https://www.booking.com/hotel/gp/le-mabouya-petit-bourg1.fr.html?aid=304142&label=gen173nr-1FCAQoggJCK3NlYXJjaF9wZXRpdH5ib3VyZy0tYmFzc2V-dGVycmUtLWd1YWRlbG91cGVIM1gEaFqIAQGYAQ24ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArPo070GwAIB0gIkYTExYWViZDAtYWQ4ZS00Y2IzLWIyOTQtOTA0Y2EwNjY4NDFm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=a8c89359759f029b&srepoch=1739912250&from=searchresults,Le MABOUYA,Booking
,,,,,,,,https://www.airbnb.fr/users/show/93359954,,,Guadeloupe,,,,Maison nichée dans les hauteurs,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1345941507204276079?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P39gfcfGQdMR5Maq&previous_page_section_name=1000,Maison nichée dans les hauteurs,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/155273740,,,Guadeloupe,,,,Villa Milice Dace : Chambre d’hôte,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1311005302042733492?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-03-16&check_out=2025-03-21&children=0&infants=0&pets=0&photo_id=2067687652&source_impression_id=p3_1739912247_P3hXOVakXKzmgPBU&previous_page_section_name=1000,Villa Milice Dace : Chambre d’hôte,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/145080253,,,Guadeloupe,,,,Des Racines & Des Ailes,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/25055773?search_mode=regular_search&adults=1&check_in=2025-02-28&check_out=2025-03-05&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3CSzo2-_FwId9Nk&previous_page_section_name=1000,Des Racines & Des Ailes,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/103613132,,,Guadeloupe,,,,Dream Room GP - accès privé/confidentiel/autonome,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/932814039021661014?search_mode=regular_search&adults=1&check_in=2025-03-01&check_out=2025-03-06&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3Z5T3E3LpMuE5os&previous_page_section_name=1000,Dream Room GP - accès privé/confidentiel/autonome,Airbnb
,Votre hôte Julietta,,,,,,,Votre hôte Julietta,,,Guadeloupe,,,,Bungalow Abricot,,Maison 1 Chambre,,,,,,"Chemin Symphart lampecinado Morne Bourg, 97170 Petit-Bourg, GuadeloupeExcellente situation géographique — avec une note de 9/10!(note basée sur 47 commentaires)Évaluée par les clients après leur séjour à l'établissement Bungalow Abricot.",,,Petit-Bourg,,,,,,,https://www.booking.com/hotel/gp/bungalow-abricot-2-personnes-petit-bourg.fr.html?aid=304142&label=gen173nr-1FCAQoggJCK3NlYXJjaF9wZXRpdH5ib3VyZy0tYmFzc2V-dGVycmUtLWd1YWRlbG91cGVIM1gEaFqIAQGYAQ24ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArPo070GwAIB0gIkYTExYWViZDAtYWQ4ZS00Y2IzLWIyOTQtOTA0Y2EwNjY4NDFm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=a8c89359759f029b&srepoch=1739912250&from=searchresults,Bungalow Abricot,Booking
,,,,,,,,https://www.airbnb.fr/users/show/237014293,,,Guadeloupe,,,,Chambre privée à Petit-Bourg,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/868224736594582247?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-02-25&check_out=2025-03-02&children=0&infants=0&pets=0&photo_id=1626831733&source_impression_id=p3_1739912247_P3oz2ioDH1ps04dY&previous_page_section_name=1000,Chambre privée à Petit-Bourg,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/472936930,,,Guadeloupe,,,,Bungalow au coeur des bambous 1,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/684738022008420211?search_mode=regular_search&adults=1&check_in=2025-03-05&check_out=2025-03-10&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3vREvJp1GdNdwKH&previous_page_section_name=1000,Bungalow au coeur des bambous 1,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/68159185,,,Guadeloupe,,,,Nouveau ! Ti Bungalow vue forêt,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1287858493538632798?search_mode=regular_search&adults=1&check_in=2025-04-16&check_out=2025-04-21&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3Toiw6npL6xKaPf&previous_page_section_name=1000,Nouveau ! Ti Bungalow vue forêt,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/78017534,,,Guadeloupe,,,,Ti Hibiscus,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/22935959?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739912247_P3lIa9abmMuBckRY&previous_page_section_name=1000,Ti Hibiscus,Airbnb
,Votre hôte Aurelie,,,,,,,Votre hôte Aurelie,,,Guadeloupe,,,,Studio La Normantillaise,,Maison 1 Chambre,,,,,,"1524 Chemin de Morne Bourg, 97170 Petit-Bourg, GuadeloupeUne fois votre réservation effectuée, toutes les informations sur l'établissement, y compris le numéro de téléphone et l'adresse, seront disponibles sur votre confirmation de réservation ainsi que dans votre compte.",,,Petit-Bourg,,,,,,,https://www.booking.com/hotel/gp/studio-la-normantillaise-petit-bourg.fr.html?aid=304142&label=gen173nr-1FCAQoggJCK3NlYXJjaF9wZXRpdH5ib3VyZy0tYmFzc2V-dGVycmUtLWd1YWRlbG91cGVIM1gEaFqIAQGYAQ24ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArPo070GwAIB0gIkYTExYWViZDAtYWQ4ZS00Y2IzLWIyOTQtOTA0Y2EwNjY4NDFm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=a8c89359759f029b&srepoch=1739912250&from=searchresults,Studio La Normantillaise,Booking
,,,,,,,,https://www.airbnb.fr/users/show/68159185,,,Guadeloupe,,,,Nouveau ! Ti Bungalow vue forêt,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1287858493538632798?search_mode=regular_search&adults=1&check_in=2025-04-16&check_out=2025-04-21&children=0&infants=0&pets=0&source_impression_id=p3_1739912257_P323gPk4Lzaf9fGw&previous_page_section_name=1000,Nouveau ! Ti Bungalow vue forêt,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/509291081,,,Guadeloupe,,,,"Éden Cottage, charmant bungalow",,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1287183111325130120?search_mode=regular_search&adults=1&check_in=2025-02-19&check_out=2025-02-24&children=0&infants=0&pets=0&source_impression_id=p3_1739912258_P3Y9NFAZKECS63KW&previous_page_section_name=1000,"Éden Cottage, charmant bungalow",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/656106175,,,Guadeloupe,,,,Bungalow Heliconia: Créole Chic,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1332897040681077037?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739912257_P35dx77Xli89udIA&previous_page_section_name=1000,Bungalow Heliconia: Créole Chic,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/392531360,,,Guadeloupe,,,,Bungalow au cœur de la nature,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/566069898629809310?search_mode=regular_search&adults=1&check_in=2025-03-01&check_out=2025-03-06&children=0&infants=0&pets=0&source_impression_id=p3_1739912258_P3EdQyzqsxeKV4hc&previous_page_section_name=1000,Bungalow au cœur de la nature,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/247193982,,,Guadeloupe,,,,T2 spacieux privé avec terrasse en pleine nature,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/32887536?search_mode=regular_search&adults=1&check_in=2025-02-18&check_out=2025-02-23&children=0&infants=0&pets=0&source_impression_id=p3_1739912258_P34tuGhBF6zifUtf&previous_page_section_name=1000,T2 spacieux privé avec terrasse en pleine nature,Airbnb
,Gérée par Laurence & Patrice,,,,,,,Gérée par Laurence & Patrice,,,Guadeloupe,,,,Villa Kannel,,Chambre Quadruple avec Salle de Bains Privative,,,,,,"Chemin du Gommier A Pic Vernou, 97170 Petit-Bourg, GuadeloupeExcellente situation géographique — avec une note de 9.6/10!(note basée sur 37 commentaires)Évaluée par les clients après leur séjour à l'établissement Villa Kannel.",,,Petit-Bourg,,,,,,,https://www.booking.com/hotel/gp/villa-kannel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCK3NlYXJjaF9wZXRpdH5ib3VyZy0tYmFzc2V-dGVycmUtLWd1YWRlbG91cGVIM1gEaFqIAQGYAQ24ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArPo070GwAIB0gIkYTExYWViZDAtYWQ4ZS00Y2IzLWIyOTQtOTA0Y2EwNjY4NDFm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=a8c89359759f029b&srepoch=1739912250&from=searchresults,Villa Kannel,Booking
,,,,,,,,https://www.airbnb.fr/users/show/101943662,,,Guadeloupe,,,,Charmant Bungalow Créole avec Piscine,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1039048113132986201?search_mode=regular_search&adults=1&check_in=2025-03-08&check_out=2025-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1739912258_P3OlKW-HPSp7fReg&previous_page_section_name=1000,Charmant Bungalow Créole avec Piscine,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/362654995,,,Guadeloupe,,,,Ti kazDM Havre de Paix Tropical avec Piscine Privé,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/47450072?search_mode=regular_search&adults=1&check_in=2025-03-10&check_out=2025-03-15&children=0&infants=0&pets=0&source_impression_id=p3_1739912258_P35L9_0GzNzVERO4&previous_page_section_name=1000,Ti kazDM Havre de Paix Tropical avec Piscine Privé,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/562266232,,,Guadeloupe,,,,"Chambre, Petit déjeuner, Piscine, Parc national",,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1094274338925156528?search_mode=regular_search&adults=1&check_in=2025-04-05&check_out=2025-04-10&children=0&infants=0&pets=0&source_impression_id=p3_1739912258_P3L9CLY62q_AwuYq&previous_page_section_name=1000,"Chambre, Petit déjeuner, Piscine, Parc national",Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/472936930,,,Guadeloupe,,,,Bungalow au cœur des bambous 2,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/708664218291477524?search_mode=regular_search&adults=1&check_in=2025-02-27&check_out=2025-03-04&children=0&infants=0&pets=0&source_impression_id=p3_1739912258_P3QXd_XAje9y0w56&previous_page_section_name=1000,Bungalow au cœur des bambous 2,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/510693541,,,Guadeloupe,,,,Hébergement + Petit Déjeuner fait maison inclus,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/872576400351809121?search_mode=regular_search&adults=1&check_in=2025-04-20&check_out=2025-04-25&children=0&infants=0&pets=0&source_impression_id=p3_1739912258_P38Ps4Tc6ljee0te&previous_page_section_name=1000,Hébergement + Petit Déjeuner fait maison inclus,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/14030955,,,Guadeloupe,,,,Studio,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/989372406959357129?search_mode=regular_search&adults=1&check_in=2025-02-19&check_out=2025-02-24&children=0&infants=0&pets=0&source_impression_id=p3_1739912258_P35fbsadhXK_BC9o&previous_page_section_name=1000,Studio,Airbnb
,,,,,,,,https://www.airbnb.fr/users/show/83411241,,,Guadeloupe,,,,Refuge paradis,,,,,,,,,,,Petit-Bourg,,,,,,,https://www.airbnb.fr/rooms/1244381855783407705?search_mode=regular_search&adults=1&check_in=2025-03-17&check_out=2025-03-22&children=0&infants=0&pets=0&source_impression_id=p3_1739912258_P3sPggtPMSmaRydC&previous_page_section_name=1000,Refuge paradis,Airbnb
,Votre hôte Chantal,,,,,,,Votre hôte Chantal,,,Guadeloupe,,,,Nemo sur mer,,Appartement 2 Chambres - Côté Océan ,,,,,,"Route de Roujol, 97170 Petit-Bourg, GuadeloupeUne fois votre réservation effectuée, toutes les informations sur l'établissement, y compris le numéro de téléphone et l'adresse, seront disponibles sur votre confirmation de réservation ainsi que dans votre compte.",,,Petit-Bourg,,,,,,,https://www.booking.com/hotel/gp/duplex-t3-meuble-en-front-de-mer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCK3NlYXJjaF9wZXRpdH5ib3VyZy0tYmFzc2V-dGVycmUtLWd1YWRlbG91cGVIM1gEaFqIAQGYAQ24ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArPo070GwAIB0gIkYTExYWViZDAtYWQ4ZS00Y2IzLWIyOTQtOTA0Y2EwNjY4NDFm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=a8c89359759f029b&srepoch=1739912250&from=searchresults,Nemo sur mer,Booking
